vserver,status,OS,DB,cluster,vhost,DataCenter,vcpu,memory,disk-size,organization,service-id,service-name
syxa704900,運用中,Linux V6 (SL),MySQL,vmcloud302,awseb000752,東京,2,2,190,システム基盤本部,BSD1063,サービス3860
syxa704901,運用中,Linux V6 (SL),MySQL,vmcloud301,awseb000749,東京,2,2,190,システム基盤本部,BSD1063,サービス3861
syxa704902,運用中,Linux V6 (SL),MySQL,vmcloud302,awseb000750,東京,1,2,90,システム基盤本部,BSD1063,サービス3862
syxa704903,運用中,Linux V6 (SL),MySQL,vmcloud351,awseb100513,東京,2,4,78,事業推進本部,BSD1577,サービス3863
syxa704904,運用中,Linux V6 (SL),MySQL,vmcloud352,awseb100540,東京,2,4,78,事業推進本部,BSD1577,サービス3864
syxa704905,運用中,Linux V6 (SL),MySQL,vmcloud351,awseb100539,東京,2,4,78,事業推進本部,BSD1577,サービス3865
syxa704914,運用中,Linux V6 (SL),MySQL,vmcloud352,awseb100542,東京,2,4,316,事業推進本部,BSD1577,サービス3866
syxa704915,運用中,Linux V6 (SL),MySQL,vmcloud351,awseb100541,東京,2,4,316,事業推進本部,BSD1577,サービス3867
syxa704920,ＳＥ構築中,Linux V6 (SL),-,vmcloud352,awseb100540,東京,2,4,78,システム基盤本部,SYS0244,サービス3868
syxa704922,運用中,Linux V6 (SL),-,vmcloud302,awseb000750,東京,1,4,82,バリューサービス事業部,BSD1263,サービス3869
syxa704923,運用中,Linux V6 (SL),-,vmcloud301,awseb000515,東京,1,4,82,バリューサービス事業部,BSD1263,サービス3870
syxa704924,運用中,Linux V6 (SL),-,vmcloud302,awseb000516,東京,1,4,82,バリューサービス事業部,BSD1263,サービス3871
syxa704925,運用中,Linux V6 (SL),-,vmcloud301,awseb000749,東京,1,4,82,バリューサービス事業部,BSD1263,サービス3872
syxa704926,運用中,Linux V6 (SL),-,vmcloud302,awseb000516,東京,1,4,82,バリューサービス事業部,BSD1263,サービス3873
syxa704927,運用中,Linux V6 (SL),-,vmcloud301,awseb000749,東京,1,4,82,バリューサービス事業部,BSD1263,サービス3874
syxa704934,ＳＥ構築中,Linux V6 (SL),-,vmcloud302,awseb000750,東京,2,4,40,システム基盤本部,SYS0244,サービス3875
syxa704935,運用中,Linux V6 (SL),-,vmcloud301,awseb000515,東京,1,2,54,法人サービス事業部/法人サービス事業部/法人サービス事業部,BSD0088/BSD1475/BSD1482,サービス3876
syxa704936,運用中,Linux V6 (SL),-,vmcloud302,awseb000752,東京,1,2,54,法人サービス事業部/法人サービス事業部/法人サービス事業部,BSD0088/BSD1475/BSD1482,サービス3877
syxa704937,運用中,Linux V6 (SL),-,vmcloud301,awseb000751,東京,1,2,44,法人サービス事業部/法人サービス事業部,BSD0088/BSD1139,サービス3878
syxa704938,運用中,Linux V6 (SL),-,vmcloud302,awseb000750,東京,1,2,54,法人サービス事業部/法人サービス事業部/法人サービス事業部,BSD0088/BSD1475/BSD1482,サービス3879
syxa704939,運用中,Linux V6 (SL),-,vmcloud301,awseb000751,東京,1,2,44,法人サービス事業部,BSD1139,サービス3880
syxa704940,運用中,Linux V6 (SL),-,vmcloud302,awseb000752,東京,1,2,44,法人サービス事業部,BSD1139,サービス3881
syxa704941,ＳＥ構築中,Linux V6 (SL),-,vmcloud301,awseb000749,東京,1,2,44,法人サービス事業部,BSD1139,サービス3882
syxa704943,ＳＥ構築中,Linux V6 (SL),-,vmcloud301,awseb000749,東京,2,8,105,ＩＴシステム本部,SYS3026,サービス3883
syxa704944,ＳＥ構築中,Linux V6 (SL),-,vmcloud302,awseb000752,東京,2,8,105,ＩＴシステム本部,SYS3026,サービス3884
syxa704945,ＳＥ構築中,Linux V6 (SL),-,vmcloud301,awseb000749,東京,1,4,80,ＩＴシステム本部,SYS3026,サービス3885
Syxa704946,運用中,Linux V6 (SL),-,vmcloud1204,vserv600094,大阪,2,4,50,ＩＴシステム本部,BSD1078,サービス3886
Syxa704947,運用中,Linux V6 (SL),-,vmcloud1203,vserv600091,大阪,2,4,50,ＩＴシステム本部,BSD1078,サービス3887
Syxa704948,運用中,Linux V6 (SL),-,vmcloud1204,vserv600094,大阪,2,4,50,ＩＴシステム本部,BSD1078,サービス3888
Syxa704949,運用中,Linux V6 (SL),-,vmcloud1203,vserv600091,大阪,2,4,50,ＩＴシステム本部,BSD1078,サービス3889
Syxa704950,運用中,Linux V6 (SL),-,vmcloud1204,vserv600088,大阪,2,4,50,ＩＴシステム本部,BSD1078,サービス3890
Syxa704951,運用中,Linux V6 (SL),-,vmcloud1203,vserv600089,大阪,2,4,50,ＩＴシステム本部,BSD1078,サービス3891
Syxa704956,運用中,Linux V6 (SL),-,vmcloud1204,vserv600092,大阪,1,2,23,ＩＴシステム本部,BSD1078,サービス3892
Syxa704957,運用中,Linux V6 (SL),-,vmcloud1203,vserv600091,大阪,1,2,23,ＩＴシステム本部,BSD1078,サービス3893
Syxa704958,運用中,Linux V6 (SL),-,vmcloud1204,vserv600094,大阪,1,4,30,ＩＴシステム本部,BSD1078,サービス3894
Syxa704959,運用中,Linux V6 (SL),-,vmcloud1203,vserv600091,大阪,1,4,30,ＩＴシステム本部,BSD1078,サービス3895
Syxa704975,運用中,Linux V6 (SL),-,vmcloud1203,vserv600089,大阪,1,2,36,システム基盤本部,SYS0181,サービス3896
syxa704979,運用中,Linux V6 (SL),-,vmcloud009,awsef000299,東京,4,8,82,バリューサービス事業部,BSD1725,サービス3897
syxa704980,運用中,Linux V6 (SL),-,vmcloud010,awsef000310,東京,4,8,82,バリューサービス事業部,BSD1725,サービス3898
syxa704981,運用中,Linux V6 (SL),-,vmcloud009,awsef000427,東京,4,8,82,バリューサービス事業部,BSD1725,サービス3899
syxa704989,運用中,Linux V6 (SL),-,vmcloud301,awseb000515,東京,1,2,44,ＩＴシステム本部,BSD1256,サービス3900
syxa704990,運用中,Linux V6 (SL),-,vmcloud302,awseb000750,東京,1,2,44,ＩＴシステム本部,BSD1256,サービス3901
syxa704991,運用中,Linux V6 (SL),-,vmcloud301,awseb000749,東京,1,2,44,ＩＴシステム本部,BSD1256,サービス3902
syxa704992,運用中,Linux V6 (SL),-,vmcloud302,awseb000752,東京,1,2,44,ＩＴシステム本部,BSD1256,サービス3903
Syxa704993,運用中,Linux V6 (SL),-,vmcloud1203,vserv600091,大阪,1,2,44,ＩＴシステム本部,BSD1256,サービス3904
Syxa704994,運用中,Linux V6 (SL),-,vmcloud1204,vserv600094,大阪,1,2,44,ＩＴシステム本部,BSD1256,サービス3905
Syxa704999,運用中,Linux V6 (SL),-,vmcloud1203,vserv600093,大阪,1,2,55,システム基盤本部,SYS0181,サービス3906
Syxa705000,運用中,Linux V6 (SL),-,vmcloud1204,vserv600090,大阪,1,2,55,システム基盤本部,SYS0181,サービス3907
Syxa705001,運用中,Linux V6 (SL),-,vmcloud1203,vserv600089,大阪,1,2,55,システム基盤本部,SYS0181,サービス3908
Syxa705002,運用中,Linux V6 (SL),-,vmcloud1204,vserv600090,大阪,2,4,55,システム基盤本部,SYS0181,サービス3909
syxa705011,運用中,Linux V6 (SL),-,vmcloud301,awseb000749,東京,1,2,35,バリューサービス事業部/バリューサービス事業部,BSD1135/BSD3105,サービス3910
syxa705012,運用中,Linux V6 (SL),-,vmcloud302,awseb000750,東京,4,8,65,法人サービス事業部,BSD1656,サービス3911
syxa705013,運用中,Linux V6 (SL),-,vmcloud301,awseb000749,東京,4,8,65,法人サービス事業部,BSD1656,サービス3912
syxa705014,運用中,Linux V6 (SL),-,vmcloud302,awseb000752,東京,1,2,65,法人サービス事業部,BSD1656,サービス3913
syxa705022,運用中,Linux V6 (SL),-,vmcloud302,awseb000750,東京,1,4,30,ＩＴシステム本部,BPS0437,サービス3914
syxa705023,運用中,Linux V6 (SL),-,vmcloud301,awseb000751,東京,1,4,30,ＩＴシステム本部,BPS0437,サービス3915
syxa705024,運用中,Linux V6 (SL),-,vmcloud302,awseb000752,東京,1,4,30,ＩＴシステム本部,BPS0437,サービス3916
syxa705025,運用中,Linux V6 (SL),-,vmcloud301,awseb000749,東京,1,4,30,ＩＴシステム本部,BPS0437,サービス3917
syxa705026,運用中,Linux V6 (SL),-,vmcloud302,awseb000752,東京,1,4,30,ＩＴシステム本部,BPS0437,サービス3918
syxa705031,運用中,Linux V6 (SL),-,vmcloud301,awseb000753,東京,4,16,480,法人サービス事業部,BSD1818,サービス3919
syxa705032,ＳＥ構築中,Linux V6 (SL),MySQL,vmcloud302,awseb000752,東京,1,2,70,システム基盤本部,SYS3058,サービス3920
Syxa705033,ＳＥ構築中,Linux V6 (SL),-,vmcloud1203,vserv600087,大阪,1,2,70,システム基盤本部,SYS3058,サービス3921
syxa705039,運用中,Linux V6 (SL),-,vmcloud301,awseb000751,東京,1,2,44,法人サービス事業部,BSD1266,サービス3922
syxa705040,運用中,Linux V6 (SL),-,vmcloud302,awseb000752,東京,1,2,44,法人サービス事業部,BSD1266,サービス3923
syxa705047,運用中,Linux V6 (SL),-,vmcloud301,awseb000749,東京,2,4,51,法人サービス事業部,SOH0046,サービス3924
Syxa705048,運用中,Linux V6 (SL),-,vmcloud1120,vserv600028,大阪,2,2,373,ＩＴシステム本部,SYS0116,サービス3925
Syxa705049,運用中,Linux V6 (SL),-,vmcloud1119,vserv600027,大阪,2,2,373,ＩＴシステム本部,SYS0116,サービス3926
Syxa705050,運用中,Linux V6 (SL),-,vmcloud1120,vserv600028,大阪,2,2,373,ＩＴシステム本部,SYS0116,サービス3927
Syxa705051,運用中,Linux V6 (SL),-,vmcloud1119,vserv600027,大阪,2,2,373,ＩＴシステム本部,SYS0116,サービス3928
Syxa705052,運用中,Linux V6 (SL),-,vmcloud1120,vserv600028,大阪,2,2,373,ＩＴシステム本部,SYS0116,サービス3929
Syxa705053,運用中,Linux V6 (SL),-,vmcloud1119,vserv600027,大阪,2,2,373,ＩＴシステム本部,SYS0116,サービス3930
Syxa705054,ＳＥ構築中,Linux V6 (SL),-,vmcloud1120,vserv600028,大阪,1,2,55,システム基盤本部,SYS0125,サービス3931
Syxa705055,運用中,Linux V6 (SL),-,vmcloud1119,vserv600027,大阪,1,2,55,システム基盤本部,SYS0125,サービス3932
Syxa705056,運用中,Linux V6 (SL),-,vmcloud1120,vserv600028,大阪,1,2,55,システム基盤本部,SYS0125,サービス3933
Syxa705057,運用中,Linux V6 (SL),-,vmcloud1119,vserv600027,大阪,4,12,200,法人サービス事業部,BSD3107,サービス3934
Syxa705058,運用中,Linux V6 (SL),-,vmcloud1120,vserv600028,大阪,4,12,200,法人サービス事業部,BSD3107,サービス3935
Syxa705059,運用中,Linux V6 (SL),-,vmcloud1119,vserv600027,大阪,4,8,195,法人サービス事業部,BSD3107,サービス3936
Syxa705060,運用中,Linux V6 (SL),-,vmcloud1120,vserv600028,大阪,4,8,195,法人サービス事業部,BSD3107,サービス3937
Syxa705061,運用中,Linux V6 (SL),-,vmcloud1119,vserv600027,大阪,2,4,53,法人サービス事業部,BSD3107,サービス3938
Syxa705062,運用中,Linux V6 (SL),-,vmcloud1120,vserv600028,大阪,2,4,53,法人サービス事業部,BSD3107,サービス3939
Syxa705063,運用中,Linux V6 (SL),MySQL,vmcloud1119,vserv600027,大阪,2,8,390,法人サービス事業部,BSD3107,サービス3940
Syxa705064,運用中,Linux V6 (SL),MySQL,vmcloud1120,vserv600028,大阪,2,8,390,法人サービス事業部,BSD3107,サービス3941
Syxa705065,運用中,Linux V6 (SL),-,vmcloud1119,vserv600027,大阪,2,2,65,法人サービス事業部,BSD3107,サービス3942
Syxa705066,運用中,Linux V6 (SL),-,vmcloud1120,vserv600028,大阪,1,2,36,法人サービス事業部,BSD3107,サービス3943
Syxa705067,運用中,Linux V6 (SL),-,vmcloud1119,vserv600027,大阪,1,2,36,法人サービス事業部,BSD3107,サービス3944
Syxa705068,運用中,Linux V6 (SL),-,vmcloud1120,vserv600028,大阪,1,2,36,法人サービス事業部,BSD3107,サービス3945
Syxa705069,運用中,Linux V6 (SL),MySQL,vmcloud1119,vserv600027,大阪,1,2,70,法人サービス事業部,BSD3107,サービス3946
Syxa705070,ＳＥ構築中,Linux V6 (SL),MySQL,vmcloud1120,vserv600028,大阪,1,2,70,システム基盤本部,SYS0253,サービス3947
Syxa705071,ＳＥ構築中,Linux V6 (SL),MySQL,vmcloud1119,vserv600027,大阪,1,2,70,システム基盤本部,SYS0253,サービス3948
Syxa705072,ＳＥ構築中,Linux V6 (SL),MySQL,AWS-MAN1116,vserv600058,大阪,1,2,70,システム基盤本部,SYS0253,サービス3949
Syxa705076,ＳＥ構築中,Linux V6 (SL),-,vmcloud1120,vserv600028,大阪,2,4,51,システム基盤本部,SYS3017,サービス3950
Syxa705077,ＳＥ構築中,Linux V6 (SL),-,vmcloud1119,vserv600027,大阪,2,4,51,システム基盤本部,SYS3017,サービス3951
Syxa705078,ＳＥ構築中,Linux V6 (SL),-,vmcloud1120,vserv600028,大阪,2,4,51,システム基盤本部,SYS3017,サービス3952
Syxa705081,運用中,Linux V6 (SL),-,vmcloud1119,vserv600027,大阪,2,4,51,システム基盤本部,SYS3017,サービス3953
Syxa705082,運用中,Linux V6 (SL),-,vmcloud1120,vserv600028,大阪,2,4,51,システム基盤本部,SYS3017,サービス3954
Syxa705083,運用中,Linux V6 (SL),-,vmcloud1119,vserv600027,大阪,2,4,51,システム基盤本部,SYS3017,サービス3955
Syxa705085,運用中,Linux V6 (SL),MySQL,vmcloud1119,vserv600027,大阪,4,16,675,ＩＴシステム本部,BSD1152,サービス3956
Syxa705086,運用中,Linux V6 (SL),MySQL,vmcloud1120,vserv600028,大阪,4,16,675,ＩＴシステム本部,BSD1152,サービス3957
Syxa705087,運用中,Linux V6 (SL),MySQL,AWS-MAN1115,vserv600059,大阪,4,16,375,ＩＴシステム本部,BSD1152,サービス3958
Syxa705088,運用中,Linux V6 (SL),MySQL,AWS-MAN1116,vserv600058,大阪,4,16,375,ＩＴシステム本部,BSD1152,サービス3959
Syxa705089,運用中,Linux V6 (SL),MySQL,AWS-MAN1115,vserv600061,大阪,4,16,375,ＩＴシステム本部,BSD1152,サービス3960
Syxa705090,運用中,Linux V6 (SL),MySQL,AWS-MAN1116,vserv600060,大阪,4,16,375,ＩＴシステム本部,BSD1152,サービス3961
Syxa705091,ＳＥ構築中,Linux V6 (SL),-,vmcloud1119,vserv600027,大阪,2,2,44,システム基盤本部,SYS3017,サービス3962
Syxa705092,ＳＥ構築中,Linux V6 (SL),-,vmcloud1120,vserv600028,大阪,2,2,44,システム基盤本部,SYS3017,サービス3963
Syxa705093,運用中,Linux V6 (SL),-,vmcloud1119,vserv600027,大阪,2,2,44,システム基盤本部,SYS3017,サービス3964
Syxa705094,運用中,Linux V6 (SL),-,vmcloud1120,vserv600028,大阪,2,2,44,システム基盤本部,SYS3017,サービス3965
syxa705095,ＳＥ構築中,Linux V6 (SL),-,vmcloud301,awseb000515,東京,1,1,32,システム基盤本部,SYS3054,サービス3966
syxa705096,ＳＥ構築中,Linux V6 (SL),-,vmcloud302,awseb000752,東京,1,1,32,システム基盤本部,SYS3054,サービス3967
Syxa705097,運用中,Linux V6 (SL),-,vmcloud1203,vserv600091,大阪,1,2,23,ＩＴシステム本部,BSD1078,サービス3968
Syxa705098,運用中,Linux V6 (SL),-,vmcloud1204,vserv600094,大阪,1,2,23,ＩＴシステム本部,BSD1078,サービス3969
Syxa705099,運用中,Linux V6 (SL),-,vmcloud1203,vserv600091,大阪,1,1,40,ＩＴシステム本部,BSD1078,サービス3970
Syxa705100,運用中,Linux V6 (SL),-,vmcloud1204,vserv600094,大阪,1,1,40,ＩＴシステム本部,BSD1078,サービス3971
syxa705101,運用中,Linux V6 (SL),MySQL,vmcloud301,awseb000515,東京,1,2,70,経営企画本部,BSD1517,サービス3972
syxa705102,運用中,Linux V6 (SL),MySQL,vmcloud302,awseb000750,東京,1,2,70,経営企画本部,BSD1517,サービス3973
syxa705103,運用中,Linux V6 (SL),MySQL,vmcloud301,awseb000749,東京,1,2,70,経営企画本部,BSD1517,サービス3974
Syxa705104,ＳＥ構築中,Linux V6 (SL),-,vmcloud1120,vserv600028,大阪,1,2,23,システム基盤本部,SYS3058,サービス3975
Syxa705105,ＳＥ構築中,Linux V6 (SL),-,vmcloud1119,vserv600027,大阪,1,2,23,システム基盤本部,SYS3058,サービス3976
Syxa705106,ＳＥ構築中,Linux V6 (SL),-,vmcloud1120,vserv600028,大阪,1,2,23,システム基盤本部,SYS3058,サービス3977
syxa705107,ＳＥ構築中,Linux V6 (SL),-,vmcloud301,awseb000751,東京,1,2,23,システム基盤本部,SYS3058,サービス3978
syxa705108,ＳＥ構築中,Linux V6 (SL),-,vmcloud302,awseb000752,東京,1,2,23,システム基盤本部,SYS3058,サービス3979
syxa705109,ＳＥ構築中,Linux V6 (SL),-,vmcloud301,awseb000749,東京,1,2,23,システム基盤本部,SYS3058,サービス3980
Syxa705111,運用中,Linux V6 (SL),MySQL,vmcloud1203,vserv600087,大阪,2,8,90,バリューサービス事業部,BSD1820,サービス3981
Syxa705112,運用中,Linux V6 (SL),MySQL,vmcloud1204,vserv600092,大阪,2,8,90,バリューサービス事業部,BSD1820,サービス3982
Syxa705113,運用中,Linux V6 (SL),MySQL,vmcloud1203,vserv600087,大阪,1,2,70,バリューサービス事業部,BSD1820,サービス3983
syxa705118,ＳＥ構築中,Linux V6 (SL),-,vmcloud010,awsef000300,東京,1,2,36,システム基盤本部,SYS1133,サービス3984
syxa705125,運用中,Linux V6 (SL),MySQL,vmcloud351,awseb100513,東京,2,4,78,バリューサービス事業部,BSD1821,サービス3985
syxa705126,運用中,Linux V6 (SL),MySQL,vmcloud352,awseb100540,東京,2,4,78,バリューサービス事業部,BSD1821,サービス3986
Syxa705127,運用中,Linux V6 (SL),-,vmcloud1119,vserv600027,大阪,2,1,51,ＩＴシステム本部,SYS0266,サービス3987
Syxa705128,運用中,Linux V6 (SL),-,vmcloud1120,vserv600028,大阪,2,1,51,ＩＴシステム本部,SYS0266,サービス3988
Syxa705129,運用中,Linux V6 (SL),-,vmcloud1119,vserv600027,大阪,2,1,51,ＩＴシステム本部,SYS0266,サービス3989
Syxa705130,運用中,Linux V6 (SL),-,vmcloud1120,vserv600028,大阪,2,1,51,ＩＴシステム本部,SYS0266,サービス3990
syxa705131,運用中,Linux V6 (SL),MySQL,vmcloud351,awseb100539,東京,2,4,78,バリューサービス事業部,BSD1821,サービス3991
syxa705132,運用中,Linux V6 (SL),MySQL,vmcloud352,awseb100542,東京,2,4,78,バリューサービス事業部,BSD1821,サービス3992
Syxa705135,運用中,Linux V6 (SL),MySQL,vmcloud1119,vserv600027,大阪,2,8,700,ＩＴシステム本部,BSD1152,サービス3993
Syxa705136,運用中,Linux V6 (SL),MySQL,vmcloud1120,vserv600028,大阪,2,8,700,ＩＴシステム本部,BSD1152,サービス3994
Syxa705137,運用中,Linux V6 (SL),MySQL,vmcloud1119,vserv600029,大阪,4,16,1090,ＩＴシステム本部,BSD1152,サービス3995
Syxa705138,運用中,Linux V6 (SL),MySQL,vmcloud1120,vserv600030,大阪,4,16,1090,ＩＴシステム本部,BSD1152,サービス3996
Syxa705139,運用中,Linux V6 (SL),MySQL,AWS-MAN1115,vserv600059,大阪,2,8,390,ＩＴシステム本部,BSD1152,サービス3997
Syxa705140,運用中,Linux V6 (SL),MySQL,AWS-MAN1116,vserv600058,大阪,2,8,390,ＩＴシステム本部,BSD1152,サービス3998
Syxa705141,運用中,Linux V6 (SL),MySQL,AWS-MAN1115,vserv600061,大阪,4,16,600,ＩＴシステム本部,BSD1152,サービス3999
Syxa705142,運用中,Linux V6 (SL),MySQL,AWS-MAN1116,vserv600060,大阪,4,16,600,ＩＴシステム本部,BSD1152,サービス4000
Syxa705145,ＳＥ構築中,Linux V6 (SL),MySQL,vmcloud1119,vserv600027,大阪,4,16,175,ＩＴシステム本部,BSD1571,サービス4001
syxa705153,ＳＥ構築中,Linux V6 (SL),-,vmcloud301,awseb000751,東京,1,2,36,システム基盤本部,SYS1133,サービス4002
Syxa705155,運用中,Linux V6 (SL),MySQL,vmcloud1119,vserv600027,大阪,2,8,700,ＩＴシステム本部,BSD1152,サービス4003
Syxa705156,運用中,Linux V6 (SL),MySQL,vmcloud1120,vserv600028,大阪,2,8,700,ＩＴシステム本部,BSD1152,サービス4004
Syxa705157,運用中,Linux V6 (SL),MySQL,vmcloud1119,vserv600027,大阪,2,8,700,ＩＴシステム本部,BSD1152,サービス4005
Syxa705158,運用中,Linux V6 (SL),MySQL,vmcloud1120,vserv600028,大阪,2,8,700,ＩＴシステム本部,BSD1152,サービス4006
Syxa705159,運用中,Linux V6 (SL),MySQL,AWS-MAN1115,vserv600059,大阪,2,8,700,ＩＴシステム本部,BSD1152,サービス4007
Syxa705160,運用中,Linux V6 (SL),MySQL,AWS-MAN1116,vserv600058,大阪,2,8,700,ＩＴシステム本部,BSD1152,サービス4008
Syxa705161,運用中,Linux V6 (SL),MySQL,AWS-MAN1115,vserv600061,大阪,2,8,700,ＩＴシステム本部,BSD1152,サービス4009
Syxa705162,運用中,Linux V6 (SL),MySQL,AWS-MAN1116,vserv600060,大阪,2,8,700,ＩＴシステム本部,BSD1152,サービス4010
Syxa705163,ＳＥ構築中,Linux V6 (SL),-,vmcloud1119,vserv600027,大阪,2,8,1420,ＩＴシステム本部,SYS0214,サービス4011
Syxa705164,ＳＥ構築中,Linux V6 (SL),-,vmcloud1120,vserv600028,大阪,2,8,1420,ＩＴシステム本部,SYS0214,サービス4012
Syxa705165,ＳＥ構築中,Linux V6 (SL),-,vmcloud1119,vserv600027,大阪,2,4,72,システム基盤本部,SYS3087,サービス4013
Syxa705166,ＳＥ構築中,Linux V6 (SL),-,vmcloud1120,vserv600028,大阪,2,4,72,システム基盤本部,SYS3087,サービス4014
Syxa705171,運用中,Linux V6 (SL),-,vmcloud1119,vserv600027,大阪,1,2,46,ＩＴシステム本部,SYS0266,サービス4015
Syxa705172,運用中,Linux V6 (SL),-,vmcloud1120,vserv600028,大阪,1,2,46,ＩＴシステム本部,SYS0266,サービス4016
Syxa705173,運用中,Linux V6 (SL),-,vmcloud1119,vserv600027,大阪,1,2,46,ＩＴシステム本部,SYS0266,サービス4017
Syxa705174,運用中,Linux V6 (SL),-,vmcloud1120,vserv600028,大阪,1,2,46,ＩＴシステム本部,SYS0266,サービス4018
Syxa705175,運用中,Linux V6 (SL),-,vmcloud1119,vserv600027,大阪,1,2,46,ＩＴシステム本部,SYS0266,サービス4019
Syxa705176,運用中,Linux V6 (SL),-,vmcloud1120,vserv600028,大阪,1,2,46,ＩＴシステム本部,SYS0266,サービス4020
Syxa705177,運用中,Linux V6 (SL),-,vmcloud1119,vserv600027,大阪,1,2,46,ＩＴシステム本部,SYS0266,サービス4021
Syxa705178,運用中,Linux V6 (SL),-,vmcloud1120,vserv600028,大阪,1,2,46,ＩＴシステム本部,SYS0266,サービス4022
Syxa705179,運用中,Linux V6 (SL),-,vmcloud1119,vserv600027,大阪,1,2,46,ＩＴシステム本部,SYS0266,サービス4023
Syxa705180,運用中,Linux V6 (SL),-,vmcloud1120,vserv600028,大阪,1,2,46,ＩＴシステム本部,SYS0266,サービス4024
Syxa705181,運用中,Linux V6 (SL),-,vmcloud1119,vserv600027,大阪,1,2,46,ＩＴシステム本部,SYS0266,サービス4025
Syxa705182,運用中,Linux V6 (SL),-,vmcloud1120,vserv600028,大阪,1,2,46,ＩＴシステム本部,SYS0266,サービス4026
Syxa705183,運用中,Linux V6 (SL),-,vmcloud1119,vserv600027,大阪,1,2,46,ＩＴシステム本部,SYS0266,サービス4027
Syxa705184,運用中,Linux V6 (SL),-,vmcloud1120,vserv600028,大阪,1,2,46,ＩＴシステム本部,SYS0266,サービス4028
Syxa705185,運用中,Linux V6 (SL),-,vmcloud1119,vserv600027,大阪,1,2,46,ＩＴシステム本部,SYS0266,サービス4029
Syxa705186,運用中,Linux V6 (SL),-,vmcloud1120,vserv600028,大阪,1,2,46,ＩＴシステム本部,SYS0266,サービス4030
Syxa705187,ＳＥ構築中,Linux V6 (SL),MySQL,vmcloud1119,vserv600027,大阪,2,16,275,ＩＴシステム本部,BSD1152,サービス4031
Syxa705188,ＳＥ構築中,Linux V6 (SL),MySQL,vmcloud1120,vserv600028,大阪,2,16,275,ＩＴシステム本部,BSD1152,サービス4032
Syxa705189,ＳＥ構築中,Linux V6 (SL),MySQL,AWS-MAN1115,vserv600061,大阪,2,16,175,ＩＴシステム本部,BSD1152,サービス4033
Syxa705190,ＳＥ構築中,Linux V6 (SL),MySQL,AWS-MAN1116,vserv600058,大阪,2,16,175,ＩＴシステム本部,BSD1152,サービス4034
Syxa705197,運用中,Linux V6 (SL),MySQL,vmcloud1119,vserv600027,大阪,2,8,1100,ＩＴシステム本部,BSD1152,サービス4035
Syxa705198,運用中,Linux V6 (SL),MySQL,vmcloud1120,vserv600028,大阪,2,8,1100,ＩＴシステム本部,BSD1152,サービス4036
Syxa705199,運用中,Linux V6 (SL),MySQL,vmcloud1119,vserv600027,大阪,2,8,920,ＩＴシステム本部,BSD1152,サービス4037
Syxa705200,運用中,Linux V6 (SL),MySQL,vmcloud1120,vserv600028,大阪,2,8,920,ＩＴシステム本部,BSD1152,サービス4038
Syxa705201,運用中,Linux V6 (SL),MySQL,AWS-MAN1115,vserv600059,大阪,2,8,590,ＩＴシステム本部,BSD1152,サービス4039
Syxa705202,運用中,Linux V6 (SL),MySQL,AWS-MAN1116,vserv600058,大阪,2,8,590,ＩＴシステム本部,BSD1152,サービス4040
Syxa705203,運用中,Linux V6 (SL),MySQL,AWS-MAN1115,vserv600061,大阪,2,8,410,ＩＴシステム本部,BSD1152,サービス4041
Syxa705204,運用中,Linux V6 (SL),MySQL,AWS-MAN1116,vserv600060,大阪,2,8,410,ＩＴシステム本部,BSD1152,サービス4042
Syxa705207,ＳＥ構築中,Linux V6 (SL),-,vmcloud1119,vserv600027,大阪,4,32,324,システム基盤本部,SYS3066,サービス4043
syxa705208,ＳＥ構築中,Linux V6 (SL),-,vmcloud302,awseb000516,東京,1,2,36,バリューサービス事業部,BSD1059,サービス4044
Syxa705214,ＳＥ構築中,Linux V6 (SL),MySQL,vmcloud1120,vserv600030,大阪,1,2,72,ＩＴシステム本部,BSD1152,サービス4045
Syxa705215,ＳＥ構築中,Linux V6 (SL),MySQL,AWS-MAN1115,vserv600059,大阪,2,16,644,ＩＴシステム本部,BSD1152,サービス4046
Syxa705216,ＳＥ構築中,Linux V6 (SL),MySQL,AWS-MAN1116,vserv600058,大阪,2,16,644,ＩＴシステム本部,BSD1152,サービス4047
Syxa705217,ＳＥ構築中,Linux V6 (SL),MySQL,AWS-MAN1115,vserv600061,大阪,2,16,644,ＩＴシステム本部,BSD1152,サービス4048
Syxa705218,ＳＥ構築中,Linux V6 (SL),MySQL,AWS-MAN1116,vserv600060,大阪,2,16,644,ＩＴシステム本部,BSD1152,サービス4049
Syxa705219,ＳＥ構築中,Linux V6 (SL),MySQL,AWS-MAN1115,vserv600059,大阪,2,13,644,ＩＴシステム本部,BSD1152,サービス4050
syxa790001,運用中,Linux V6 (SL),-,vmcloud301,awseb000515,東京,2,8,44,システム基盤本部,STD1086,サービス4051
syxa790002,運用中,Linux V6 (SL),-,vmcloud302,awseb000750,東京,2,8,44,システム基盤本部,STD1086,サービス4052
syxa790003,運用中,Linux V6 (SL),-,vmcloud301,awseb000515,東京,2,8,44,システム基盤本部,STD1086,サービス4053
syxa790004,運用中,Linux V6 (SL),-,vmcloud302,awseb000752,東京,2,8,44,システム基盤本部,STD1086,サービス4054
syxa790005,運用中,Linux V6 (SL),-,vmcloud301,awseb000749,東京,2,8,44,システム基盤本部,STD1086,サービス4055
